Heretic II,"After Corvus returns from his banishment, he finds that a mysterious plague has swept the land of Parthoris, taking the sanity of those it does not kill.Corvus, the protagonist of the first game, is forced to flee his hometown of Silverspring after the infected attack him, but not before he is infected himself.The effects of the disease are held at bay in Corvus’ case because he holds one of the Tomes of Power, but he still must find a cure before he succumbs.His quest leads him through the city and swamps to a jungle palace, then through a desert canyon and insect hive, followed by a dark network of mines and finally to a castle on a high mountain where he finds an ancient Seraph named Morcalavin.Morcalavin is trying to reach immortality using the seven Tomes of Power, but he uses a false tome, as Corvus has one of them.This has caused Morcalavin to go insane and create the plague.During a battle between Corvus and Morcalavin, Corvus switches the false tome for his real one, curing Morcalavin’s insanity and ending the plague."
Dead Parrot sketch,"John Cleese enters the pet shop to register a complaint about the dead Norwegian Blue parrot just as the shopkeeper is preparing to close the establishment for lunch.Despite being told that the bird is deceased and that it had been nailed to its perch, the proprietor insists that it is ""pining for the fjords"" or simply ""stunned"".As the exasperated Cleese attempts to wake up the parrot, the shopkeeper tries to make the bird move by hitting the cage, and Cleese erupts into a rage after banging ""Polly Parrot"" on the counter.After listing off several euphemisms for death (""is no more"", ""has ceased to be"", ""bereft of life, it rests in peace"", and ""this is an ex-parrot"") he is told to go to the pet shop run by the shopkeeper's brother in Bolton for a refund.That proves difficult, however, as the proprietor of that store (who is really the shopkeeper, save for a fake moustache) claims this is Ipswich, whereas the railway station attendant (Terry Jones) claims he is in fact in Bolton after all.Confronting the shopkeeper's ""brother"" for lying, the shopkeeper claims he was playing a prank on Cleese by sending him to Ipswich, which was a palindrome for Bolton; Cleese points out that the shopkeeper was wrong because a palindrome for Bolton would have been ""Notlob"".Just as Cleese has decided that ""this is getting too silly"", Graham Chapman's no-nonsense Colonel bursts in and orders the sketch stopped."
Trouble in Paradise (film),"In Venice, Gaston Monescu (Herbert Marshall), a master thief masquerading as a baron, meets Lily (Miriam Hopkins), a beautiful thief and pickpocket also pretending to be of the nobility, and the two fall in love and decide to team up.They leave Venice for Paris, and go to work for the famous perfume manufacturer Madame Mariette Colet (Kay Francis), with the intention of stealing a great sum of money from her safe, which Monescu, as her secretary, arranges to be diverted there.In the course of things, Colet begins to flirt with Monescu, and he begins to have feelings for her.Unfortunately, the plan develops a hitch when François Filiba (Edward Everett Horton), one of Colet's suitors, sees Monescu at a garden party.He is unable to remember where he knows him from, but when another of Colet's suitors, The Major (Charles Ruggles), tells Filiba that he once mistook Monescu for a doctor, Filiba suddenly remembers that he knows Monescu from Venice, where the thief robbed him, pretending to be a doctor.Monescu and Lily plan an immediate getaway that night, after they take all the money in the safe.Colet prepares to leave for a dinner party given by the Major, but cannot decide whether to go or to stay and have sex with Monescu.Eventually she goes, but not before Lily catches on that Monescu has fallen for her rival, and wants to back out of the plan &ndash; so she robs the safe herself after confronting her partner.At the Major's, Filiba tells Colet about Monescu, but she refuses to believe it's true.She returns home and suggestively probes Monescu, who admits that the safe has been cleaned out, but claims that he himself took the cash.He also tells her that the manager of her business, Adolph Giron (C.Aubrey Smith), who has been suspicious of Monescu all along, has stolen millions of dollars from the firm over the years.Lily then confronts Colet and Monescu, reporting that it was she who stole the money from the safe.An argument ensues, in which, eventually, Colet allows the two thieves to leave together.As a parting shot, Monescu steals a necklace from Colet that Lily had her eye on, and, in turn, Lily steals it from him, displaying it to him as the taxi takes them away, hugging each other."
Mars Needs Women,"A military station in Houston, TX, the United States Decoding Service (USDS), NASA Wing, has intercepted a message from outer space.After decoding, the message contains only the cryptic statement:  ""Mars.Needs.Women""  Martians have developed a genetic deficiency that now produces only male children.A mission to Earth is launched, consisting of five Martian males, led by Dop (Tommy Kirk).Once here their team intends to recruit Earth women to come to Mars in order to mate and produce female offspring, saving their civilization from extinction.Using their sophisticated transponder, Dop attempts to make contact with the military, who have now tracked the aliens' arrival on Earth.The military eventually views the Martians as invaders, so the team takes on the guise of Earth men, acquiring human clothes, money, maps, and transportation.They finally select their prospective candidates, setting their sights on four American women: a homecoming queen, a stewardess, a stripper, and, most especially, a Pulitzer Prize-winning scientist, dr Bolen (Yvonne Craig), an expert in ""space genetics"".Resorting to hypnosis, the women are captured, but Dop quickly becomes enamored with dr Bolen; soon he is ready to sabotage their mission for her.After the military discover their hideout, the Martians are forced to return home without their female captives.Mars still needs women."
Harold and Maude,"Harold Chasen (Bud Cort) is a young man obsessed with death.He stages elaborate fake suicides, attends funerals and drives a hearse, all to the chagrin of his socialite mother (Vivian Pickles).At another stranger's funeral service, Harold meets Maude (Ruth Gordon), a 79-year-old woman who shares Harold's hobby of attending funerals.He is entranced by her quirky outlook on life, which is bright and excessively carefree in contrast with his morbidity.The pair form a bond and Maude slowly shows Harold the pleasures of art and music (including how to play banjo), and teaches him how to ""[make] the most of his time on earth"".Meanwhile, Harold's mother is determined, against Harold's wishes, to find him a wife.One by one, Harold frightens and horrifies each of his appointed dates, by appearing to commit gruesome acts such as self-immolation, self-mutilation and seppuku.As they become closer, their friendship soon blossoms into a romance and Harold announces that he will marry Maude, resulting in disgusted outbursts from his family, psychiatrist, and priest.Maude's 80th birthday arrives and Harold throws a surprise party for her.As the couple dance, Maude tells Harold that she ""couldn't imagine a lovelier farewell"".Confused, he questions Maude as to her meaning and she reveals that she has taken an overdose of sleeping pills and will be dead by morning.She restates her firm belief that eighty is the proper age to die.Harold rushes Maude to the hospital, where she is treated unsuccessfully and dies.In the final sequence, Harold's car is seen going off a seaside cliff but after the crash, the final shot reveals Harold standing calmly atop the cliff, holding his banjo.After gazing down at the wreckage, he dances away, picking out on his banjo Cat Stevens' ""If You Want to Sing Out, Sing Out""."
The Little Foxes,"The play's focus is Southerner Regina Hubbard Giddens, who struggles for wealth and freedom within the confines of an As a result of this practice, her avaricious brothers Benjamin and Oscar are independently wealthy, while she must rely upon her sickly, wheelchair-bound husband Horace for financial support.Regina's brother Oscar married Birdie, his much-maligned alcoholic wife, solely to acquire her family's plantation and its cotton fields.Oscar now wants to join forces with his brother, Benjamin, to construct a cotton mill.They need an additional $75,000 and approach their sister, asking her to invest in the project.Oscar initially proposes marriage between his son Leo and Regina's daughter Alexandra—first cousins—as a means of getting Horace's money, but Horace and Alexandra are repulsed by the suggestion.Horace refuses when Regina asks him outright for the money, so Leo, a bank teller, is pressured into stealing Horace's railroad bonds from the bank's safety deposit box.Horace, after discovering this, tells Regina he is going to change his will in favor of their daughter, and also will claim he gave Leo the bonds as a loan, thereby cutting Regina out of the deal completely.When he suffers a heart attack during this chat, she makes no effort to help him.He dies within hours, without anyone knowing his plan and before changing his will.This leaves Regina free to blackmail her brothers by threatening to report Leo's theft unless they give her 75% ownership in the cotton mill (it is, in Regina's mind, a fair exchange for the stolen bonds).The price Regina ultimately pays for her evil deeds is the loss of her daughter Alexandra's love and respect.Regina's actions cause Alexandra to finally understand the importance of not idly watching people do evil.She tells Regina she will not watch her be ""one who eats the earth,"" and abandons her.Having let her husband die, alienated her brothers, and driven away her only child, Regina is left wealthy but completely alone."
Invasion of the Body Snatchers,"Psychiatrist dr Hill is called to the emergency room of a California hospital, where a screaming man is being held in custody.dr Hill agrees to listen to his story.The man identifies himself as a doctor, and he recounts, in flashback, the events leading up to his arrest and arrival at the hospital:  In the nearby town of Santa Mira, dr Miles Bennell sees a number of patients apparently suffering from Capgras delusion – the belief that their relatives have somehow been replaced with identical-looking impostors.Returning from a trip, Miles meets his former girlfriend, Becky Driscoll, who has herself recently come back to town after a divorce.Becky's cousin Wilma has the same fear about her Uncle Ira, with whom she lives.Psychiatrist dr Dan Kauffman assures Bennell that these cases are merely an ""epidemic of mass hysteria"".That same evening, Bennell's friend, Jack Belicec, finds a body with his exact physical features, though it appears not fully developed; later, another body is found in Becky's basement that is her exact duplicate.When Bennell calls Kauffman to the scene, the bodies have mysteriously disappeared, and Kauffman informs Bennell that he is falling for the same hysteria.The following night, Bennell, Becky, Jack, and Jack's wife Teddy again find duplicates of themselves, emerging from giant seed pods in dr Bennell's greenhouse.They conclude that the townspeople are being replaced while asleep with exact physical copies.Miles tries to make a long distance call to federal authorities for help, but the phone operator claims that all long-distance lines are busy; Jack and Teddy drive off to seek help in the next town.Bennell and Becky discover that by now all of the town's inhabitants have been replaced and are devoid of humanity; they flee to Bennell's office to hide for the night.The next morning they see truckloads of the giant pods heading to neighboring towns to be planted and used to replace their populations.Kauffman and Jack, both of whom are ""pod people"" by now, arrive at Bennell's office and reveal that an extraterrestrial life form is responsible for the invasion.After their takeover, they explain, life loses its frustrating complexity, because all emotions and sense of individuality vanish.Bennell and Becky manage to escape, but are soon pursued by a crowd of ""pod people"".Exhausted, they manage to hide in an abandoned mine outside town.Bennell leaves a little later, coming upon a large greenhouse farm, where he discovers giant seed pods being grown by the hundreds.When Bennell kisses Becky after his return, he realizes, to his horror, that Becky fell asleep and is now one of them.As Bennell runs away, she sounds the alarm.He runs and runs, eventually finding himself on a crowded state highway.After seeing a transport truck bound for San Francisco and Los Angeles filled with the pods, he frantically screams at the passing motorists, ""They're here already.You're next.You're next.""  dr Hill and the on-duty doctor dismiss Bennell's account until a truck driver is wheeled into the emergency room after being badly injured in an accident.He was found in his wrecked truck buried under a load of giant seed pods.dr Hill calls for all roads in and out of Santa Mira to be barricaded, and alerts the FBI."
Dial M for Murder,"Tony Wendice (Ray Milland), a former English professional tennis player, is married to wealthy socialite Margot (Grace Kelly), who has had an affair with American crime-fiction writer Mark Halliday (Robert Cummings).When Tony retires in response to her complaints about his busy schedule, he secretly discovers the affair and decides to murder her, both for revenge and to ensure that her money will continue to finance his comfortable lifestyle.Tony meets an acquaintance from the University of Cambridge, Charles Alexander ""C"".Swann (Anthony Dawson), who has become a small-time criminal.Tony has secretly been following Swann so he can blackmail him into murdering Margot.Tony tells Swann about Margot's affair.Six months before, Tony stole her handbag, which contained a love letter from Mark, and anonymously blackmailed her.After tricking Swann into leaving his fingerprints on the letter, Tony offers to pay him £1,000 to kill Margot; if Swann refuses, Tony will turn him in to the police as Margot's blackmailer.When Swann agrees, Tony explains his plan: the following evening he will take Mark to a party, leaving Margot at home and hiding her latchkey outside the front door of their flat.Swann is to sneak in when Margot is asleep and hide behind the curtains in front of the French doors to the garden.At eleven o'clock, Tony will telephone the flat from the party.Swann must kill Margot when she answers the phone, open the French doors, leave signs suggesting a burglary gone wrong, and exit through the front door, hiding the key again.The next night, Swann enters the flat while Margot is in bed, and waits.At the party, Tony discovers his watch has stopped, so he phones the flat later than intended.When Margot comes to the phone, Swann tries to strangle her with his scarf, but she manages to grab a pair of scissors and kill him.She picks up the telephone receiver and pleads for help.Tony tells her not to do anything until he arrives home.When he returns to the flat, he calls the police and sends Margot to bed.Before the police arrive, Tony moves what he thinks is Margot's latchkey from Swann's pocket into her handbag, plants Mark's letter on Swann, and destroys Swann's scarf, replacing it with Margot's own stocking in an attempt to incriminate her.The following day, Tony persuades Margot to hide the fact that he told her not to call the police immediately.Chief Inspector Hubbard (John Williams) arrives and questions the Wendices, and Margot makes several conflicting statements.When Hubbard says Swann must have entered through the front door, Tony falsely claims to have seen Swann at the time Margot's handbag was stolen, and suggests that Swann made a copy of her key.Hubbard does not believe this because no key was found on Swann's body.Hubbard arrests Margot after concluding that she killed Swann for blackmailing her.Margot is found guilty and sentenced to death.Some months later, on the day before Margot's scheduled execution, Mark visits Tony, saying he has devised a story for Tony to tell the police in order to save Margot's life.To Tony's consternation, Mark's ""story"" is what did actually happen: that Tony bribed Swann to murder Margot.Tony says the story is too unrealistic.Hubbard arrives unexpectedly, and Mark hides in the bedroom.Hubbard asks Tony about large sums of cash he has been spending, tricks him into revealing that his latchkey is in his raincoat, and inquires about Tony's attaché case.Tony claims to have lost the case, but Mark, still in the bedroom, finds it on the bed, full of banknotes.Deducing that the money was Tony's intended payoff to Swann, Mark stops Hubbard from leaving and explains his theory.Tony improvises another cover story by saying the cash was Margot's blackmail payment to Swann.Hubbard appears to accept Tony's explanation over Mark's theory, and Mark leaves angrily.Hubbard discreetly swaps his own raincoat with Tony's, and as soon as Tony leaves, he uses Tony's key to re-enter the flat, followed by Mark.Hubbard had already discovered that the key in Margot's handbag was Swann's latchkey, and deduced that Swann had put the key back in its hiding place after unlocking the door.Now suspecting Tony of having conspired with Swann, Hubbard has developed an elaborate ruse to confirm this.Plainclothes policemen bring Margot from prison to the flat.She tries unsuccessfully to unlock the door with the key in her handbag, then enters through the garden, proving she is unaware of the hidden key.Hubbard has Margot's handbag returned to the police station, where Tony retrieves it after discovering that he has no key.The key from Margot's bag does not work, so he uses the hidden key to open the door, proving his guilt.With his escape routes blocked by Hubbard and another policeman, Tony calmly makes himself a drink and admits defeat."
Little Fugitive,"Joey Norton, seven years old, lives with his older brother Lennie in a lower-middle-class neighborhood of Brooklyn.Joey is too small to be taken seriously by Lennie and Lennie's friends.One day, while their mother is away visiting her sick mother, Lennie and his friends play a joke on Joey.They stage an incident using catsup and a toy gun, so that Joey thinks he has shot and killed his brother.Joey, who is told the police will catch and imprison him, runs to the nearest elevated train station and flees to Coney Island.He seems to forget his predicament and spends the day wandering around the arcades, pony rides, beach—a little boy's paradise.He gets money for snacks by cashing in deposit bottles, and spends the night sleeping under the boardwalk.Meanwhile, Lennie is frantically trying to find him, as their mother is due home soon.Joey loves horses, and he begins hanging around a pony ride.The proprietor of the ride becomes suspicious that Joey is a runaway.He tricks Joey into giving him his address.He calls home and alerts Lennie.Lennie comes to Coney Island and, after a frantic search, finds little Joey.Their mother returns just after the two brothers arrive home.She is unaware of what happened, and, pleased that her two sons behaved so well during her absence, says they will have a treat that weekend: a trip to Coney Island."
The Dark Knight Returns,"The Dark Knight Returns is set in a dystopian near-future version of Gotham City.Bruce Wayne, at 50, has given up the mantle of Batman after the death of Jason Todd 10 years prior.As a result, crime is running rampant through the city and a gang calling themselves 'The Mutants' has risen to terrorize the people of Gotham.Upon seeing this, Wayne returns to his role as a vigilante.On his first night as Batman he puts a stop to multiple assaults- including one on two young girls, Carrie Kelley and her friend Michelle.While attempting to foil an armed robbery on the same night, Batman learns that the men involved are working for Harvey Dent.Dent, previously known for his criminal acts as Two-Face, underwent extensive therapy and plastic surgery financed by Wayne to reemerge into society.Batman informs Commissioner James Gordon that Dent may be planning a larger scheme.Soon after, Dent hijacks the television sets of the city and announces his intention to hold the city to ransom with a bomb.When Batman defeats Dent and his goons, he realizes that Dent's mind has completely warped into his Two-Face persona.Inspired by Batman's rescue, Kelley buys herself an imitation Robin costume and searches for him, seeking to help him.She learns that Batman will be at the city dump and follows the Mutants there.Although Batman defeats the Mutants with his advanced weaponry in the ensuing battle, the Mutant Leader ends up goading him into a fight.During their hand-to-hand brawl, Batman, despite being able to match the Leader in strength, is rusty and slightly slow due to a decade's lack of activity which results him in getting seriously injured.Kelley creates a diversion, allowing Batman to immobilise the Mutant Leader, and the two of them escape.At the Batcave, Wayne's butler Alfred Pennyworth tends to his wounds while Kelley admires the Robin costume that belonged to Todd.Wayne decides to keep Kelley as his new sidekick.Gordon allows Batman to defeat the Mutant Leader (who he had arrested) on his own terms.The two engage in a fight at a sewage run-off pipe surrounded by members of the Mutant gang.Batman, leveraging the mud from the sewage to slow him down, deals the Leader a brutal defeat.Seeing Batman defeat their leader, the Mutants disband and some rename themselves the Sons of Batman, using excessive violence against criminals.At the White House, Superman and the president discuss the events in Gotham, with the latter suggesting that Superman may have to arrest Batman.Superman informs the president that he may only be able to talk to Wayne.He is then deployed by Washington to the Latin American country of Corto Maltese where he fights Soviet combat forces in a conflict that may ignite WWIII.Gordon hands over the role of commissioner to Captain Ellen Yindel, who issues a statement declaring that Batman is a wanted criminal for his vigilante activities.At the same time, Batman's return stimulates the Joker to awaken from catatonia at Arkham Asylum.With renewed purpose, the Joker manipulates his caretakers to allow him onto a television talk show, where he murders everyone with gas and escapes.Batman and Robin track him to a county fair while evading a police pursuit led by Yindel.There, they realise that he is already making attempts to kill fairgoers.Batman defeats the Joker in a violent confrontation, nearly killing him.To incriminate Batman for murder, the Joker seemingly commits suicide by breaking his own spine.After another confrontation with the Gotham police, Batman escapes with the help of Robin and a citywide manhunt begins.Superman diverts a Soviet nuclear warhead which detonates in a desert, nearly killing himself in the process.The United States is hit by an electromagnetic pulse as a result and descends into chaos during the resulting blackout.In Gotham, Batman realizes what has happened, and he and Robin turn the remaining Mutants and Sons of the Batman into a non-lethal vigilante gang.He leads them against looters and ensures the flow of essential supplies.In the midst of the blackout, Gotham becomes the safest city in the country.TheS.government sees this as an embarrassment, and orders Superman to remove Batman.Oliver Queen predicts to Wayne that the government lackey Superman and the maverick Batman will have a final confrontation.Superman demands to meet Batman.Knowing he may die, Wayne chooses Crime Alley, where he first became Batman.He relies on Superman's weakness caused by near-death in the nuclear blast (Superman only just managed to survive by absorbing the energy of the sun, but he is still vulnerable to attack).Superman tries to reason with Batman, but Batman uses his technological inventions and mastery of hand-to-hand combat to fight him.During the battle, Superman compromises Batman's exoframe, while Queen shoots a kryptonite-tipped arrow to greatly weaken Superman.Batman reveals that he intentionally spared Superman's life by not using a more powerful kryptonite mix; the fight and near-death experience was meant as a warning to Superman to stay out of Batman's way.Before he can fully defeat Superman, Batman suddenly has a heart attack, apparently dying.Alfred destroys the Batcave and Wayne Manor before dying of a stroke, exposing Batman as Bruce Wayne, whose fortune has disappeared.After Wayne's funeral, it is revealed that his death was staged using his own chemical concoction that can suspend his vital life signs.Clark Kent attends the funeral and winks at Robin after hearing Wayne's heartbeat resume.Some time afterward, Bruce Wayne leads Robin, Queen, and the rest of his followers into the caverns beyond the Batcave and prepares to continue his war on crime."
Love Affair (1939 film),"French painter Michel Marnet (Charles Boyer) meets American singer Terry McKay (Irene Dunne) aboard a liner crossing the Atlantic Ocean.They are both already engaged, he to heiress Lois Clarke (Astrid Allwyn), she to Kenneth Bradley (Lee Bowman).They begin to flirt and to dine together on the ship, but his notoriety and popularity on the ship make them conscious that others are watching.Eventually, they decide that they should dine separately and not associate with each other.At a stop at Madeira, they visit Michel's grandmother Janou (Maria Ouspenskaya), who approves of Terry and wants Michel to settle down.As the ship is ready to disembark at New York City, the two make an appointment to meet six months later on top of the Empire State Building.Michel chooses six months because that is the amount of time he needs to decide whether he can drop the life of a playboy and start making money to support a relationship with Terry.When the rendezvous date arrives, they both head to the Empire State Building.However, Terry is struck by a car right as she arrives, and is told that she may not be able to walk, though that will not be known for certain for six months.Not wanting to be a burden to Michel, she does not contact him, preferring to let him think the worst.Meanwhile, Terry recovers at an orphanage teaching the children how to sing.Six months go by, and during Terry's first outing since the accident, the two couples meet by accident at the theater, though Terry manages to conceal her condition.Michel then visits her at her apartment and finally learns the truth.He assures her that they will be together no matter what the diagnosis will be."
The Last Man,"Mary Shelley states in the introduction that in 1818 she discovered, in the Sibyl's cave near Naples, a collection of prophetic writings painted on leaves by the Cumaean Sibyl.She has edited these writings into the current narrative, the first-person narrative of a man living at the end of the 21st century.Lionel's father was a friend of the king before he was cast away because of his gambling.Lionel's father left to take his life, but before he did so he left a letter for the king to take care of his family after his death.After Lionel's father died the letter was never delivered.Lionel and his sister grow up with no parental influence, and as a result grow to be uncivilised.Lionel develops a hatred of the royal family, and Perdita grows to enjoy her isolation from society.When the king leaves the throne, the monarchy comes to an end and a republic is created.When the king dies the Countess attempts to raise their son, Adrian, to reclaim the throne, but Adrian opposes his mother and refuses to take the throne.Adrian moves to Cumberland where Lionel, who bears a grudge against Adrian and his family for the neglect of the Verney family, intends to terrorise and confront Adrian.He is mollified by Adrian's good nature and his explanation that he only recently discovered the letter.Lionel and Adrian become close friends, and Lionel becomes civilised and philosophical under Adrian's influence.Adrian assists Lionel in pursuing political endeavors in Vienna which Lionel accepts and leaves for 2 years but chooses to return to England because he hasn't heard from either Adrian or his sister.Lionel returns to England to face the personal turmoil amongst his acquaintances.Lord Raymond, who came to be renowned for his exploits in a war between Greece and Turkey, has returned to England in search of political position, and soon Perdita and Evadne both fall in love with him.On discovering that his beloved, Evadne, is in love with Raymond, Adrian goes into exile, presumably mad.Raymond intends to marry Idris (with whom Lionel is in love) as a first step towards becoming king, with the help of the Countess.However, he ultimately chooses his love for Perdita over his ambition, and the two marry.Under Lionel's care Adrian recovers, although he remains physically weak.On learning of the love between Idris and Lionel, the Countess schemes to drug Idris, bring her to Austria, and force her to make a politically motivated marriage.Idris discovers the plot and flees to Lionel, who marries her soon after.The Countess leaves for Austria, resentful of her children and of Lionel.Adrian and the others live happily together until Raymond runs for Lord Protector and wins.Perdita soon adjusts to her newfound social position, while Raymond becomes well-beloved as a benevolent administrator.He discovers, however, that Evadne, after the political and financial ruin of her husband (on account of her own political schemes) is living in poverty and obscurity in London, unwilling to plead for assistance.Raymond attempts to support Evadne by employing her artistic skills in secrecy, and later nursing her in illness, but Perdita learns of the relationship and suspects infidelity.Her suspicions arouse Raymond's proud and passionate nature, and the two separate.Raymond resigns his position and leaves to rejoin the war in Greece, accompanied for a time by Adrian.Shortly after the wounded Adrian returns to England, rumours arise that Raymond has been killed.Perdita, loyal in spite of everything, convinces Lionel to bring her and Clara to Greece to find him.Lionel finds Raymond and brings him back to Greece.Lionel and Raymond then go back to fighting and go to Constantinople.Lionel discovers Evadne, dying of wounds received fighting in the war.Before she dies, Evadne prophesies Raymond's death, a prophecy which confirms Raymond's own suspicions.Raymond's intention to enter Constantinople causes dissension and desertion amongst the army because of reports of the plague.Raymond enters the city alone, and soon dies in a fire.He is taken to Athens for burial.Lionel then drugs and take Perdita on to a ship for England.Perdita, distraught by Raymond's death, drowns herself by throwing herself off the ship.In 2092, while Lionel and Adrian attempt to return their lives to normality, the plague continues to spread across Europe and the Americas, and reports of a black sun cause panic throughout the world.At first England is thought to be safe, but soon the plague reaches even there.Ryland, recently elected Lord Protector, is unprepared for the plague, and flees northward, later dying alone amidst a stockpile of provisions.Adrian takes command and is largely effective at maintaining order and humanity in England, although the plague rages on summer after summer.Ships arrive in Ireland carrying survivors from America, who lawlessly plunder Ireland and Scotland before invading England.Adrian raises a military force against them, but ultimately is able to resolve the situation peacefully.The few remaining survivors decide to abandon England in search of an easier climate.On the eve of their departure to Dover, Lionel receives a letter from Lucy Martin, who was unable to join the exiles because of her mother's illness.Lionel and Idris travel through a snowstorm to assist Lucy, but Idris, weak from years of stress and maternal fears, dies along the way.Lionel and the Countess, who had shunned Idris and her family out of resentment towards Lionel, are reconciled at Idris' tomb.Lionel recovers Lucy (whose mother has died), and the party reaches Dover en route to France.In France, Adrian discovers that the earlier emigrants have divided into factions, amongst them a fanatical religious sect led by a false messiah who claims that his followers will be saved from disease.Adrian unites most of the factions, but this latter group declares violent opposition to Adrian.Lionel sneaks into Paris, where the cult has settled, to try to rescue Juliet.She refuses to leave because the imposter has her baby, but she helps Lionel to escape.Later, when Juliet's baby sickens, Juliet discovers that the imposter has been hiding the effects of the plague from his followers.She is killed warning the other followers, after which the imposter commits suicide, and his followers return to the main body of exiles at Versailles.The exiles travel towards Switzerland, hoping to spend the summer in a colder climate less favourable to the plague.By the time they reach Switzerland, however, all but four (Lionel, Adrian, Clara, and Evelyn) have died.The four spend a few relatively happy seasons at Switzerland, Milan, and Como before Evelyn dies of typhus.The survivors attempt to sail across the Adriatic Sea to Greece, but a sudden storm drowns Clara and Adrian.Lionel, the last man, swims to shore.The story ends in the year 2100."
Noir (anime),"The series follows the story of two young female assassins, the Corsican Mireille Bouquet and the Japanese amnesiac Yuumura Kirika, who embark together on a personal journey to seek answers about mysteries concerning their past.At first, they seem to be only vaguely related to each other, but there are clues and hints given throughout the series that there is more going on behind the scenes than at first glance.In their journey to learn more about Kirika's lost memories and her connection to Mireille, the two form an alliance and begin performing assassinations under the code name ""Noir"".During the course of the series, they are lured into more and more traps by a secret organization named Les Soldats (""The Soldiers"" in French).Les Soldats are a secret organization that has been a part, yet separate group of humanity.It is this hidden group that created and once completely controlled the deadly duo ""Noir"".Each time that Les Soldats soldiers are sent to kill Mireille and Kirika, it is considered a test as to whether or not the young women are suitable to carry the title ""Noir""."
The Docks of New York,"An incredibly strong ship stoker named Bill (George Bancroft) saves a beautiful prostitute named Mae (Betty Compson) from drowning during his one night of shore leave.She was attempting suicide as she had no money, almost no clothes and felt remorse about her life up to then.He steals some clothes for her and invites her out for a ""good night"".They go to a bustling wharf pub and that evening they spontaneously get married by a minister invited to the pub.The next morning Bill must go back to sea.Mae is disappointed, but he says he was ""just having a good time"".He also says he couldn't be serious about staying with her and fulfilling his marriage vows because his job keeps him at sea.Bill's ship sets out, but before it leaves the city harbor, events help him to decide.he must not leave her.Swimming ashore, he goes to the tavern and asks ""Where is my Wife."".One patron directs him to the local Night Court.She had been accused of stealing the clothes that he had actually stolen for her.The judge sentences her to 30 days in jail, then Bill speaks up and says that he had stolen the clothes.The irritated judge gives him 60 days for theft.Bill says he will do the time for her; as he is led away, she pledges to ""wait forever"" for him."
Whit (novel),"Isis, otherwise The Blessed Very Reverend Gaia-Marie Isis Saraswati Minerva Mirza Whit of Luskentyre, Beloved Elect of God III, is the 19-year-old granddaughter and designated spiritual heir of Salvador Whit, patriarch of the Luskentyrians.They are a religious cult who live in a commune in Stirlingshire and reject most technology.They run their lives according to a collection of beliefs and rituals ""revealed"" to Salvador after he washed ashore on Harris in the Western Isles and ""married"" two young Asian ladies (Aasni and Zhobelia Asis).(Haggis pakora becomes a staple of the cult's cuisine)  The novel opens shortly before the Luskentyrian Festival of Love, held every four years, about nine months before every leap year day (29 February).The Luskentyrians believe that those born on that day have special power.This includes Isis herself, Elect of God, and expected to take over leadership of the cult.The bulk of the novel tells of Isis' voyages in the world of ""the Unsaved"" (also known as ""the Obtuse"", ""the Wretched"", ""the Bland"" and ""the Asleep""), through Scotland and southern England in search of Morag, who is feared to have rejected the cult.While searching for her cousin, Isis meets Rastas, policemen, white power skinheads, and other characters of a sort she has never encountered before, and tells the story of the cult and the rationale behind its rules.Isis' maternal grandmother, Yolanda, a feisty Texan woman, appears and lends her support to Isis' quest.Isis' friend Sophi, although not part of the cult, is very close to her.Isis meets her whenever she goes to her house to use the Luskentyrian method of free (if laborious) telephone communication, using coded rings.Returning with enhanced maturity and a lot more information, Isis must decide what to tell the other members of the cult."
